,batsman_name,batting_order,runs_scored,balls_faced,num_fours,num_sixes,num_dots,num_out,caught,not out,leg before wicket,bowled,hit wicket,run out,stumped,retired not out (hurt),num_innings,team,average,runs_per_inning,strike_rate,impact,prop_dot,balls_per_six,balls_per_boundary,prop_run_boundary,prop_run_six
1001,Junaid Siddiqui,3.0,21.0,13,2,1,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Canada,21.0,21.0,161.538461538,3392.30769231,38.4615384615,13.0,4.33333333333,66.6666666667,28.5714285714
1002,Junaid Siddiqui,8.0,18.0,17,0,1,5,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Canada,18.0,9.0,105.882352941,952.941176471,29.4117647059,17.0,17.0,33.3333333333,33.3333333333
1003,Junaid Siddiqui,9.0,8.0,11,0,0,4,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,2,Canada,8.0,4.0,72.7272727273,290.909090909,36.3636363636,inf,inf,0.0,0.0
1004,Justin Kemp,4.0,191.0,156,16,9,69,3.0,0.333333333333,0.5,0.166666666667,0.0,0.0,0.0,0.0,0.0,6,South Africa,63.6666666667,31.8333333333,122.435897436,3897.54273504,44.2307692308,17.3333333333,6.24,61.780104712,28.2722513089
1005,Justin Kemp,5.0,12.0,7,1,1,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,12.0,12.0,171.428571429,2057.14285714,42.8571428571,7.0,3.5,83.3333333333,50.0
1006,Justin Ontong,3.0,6.0,13,0,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,6.0,6.0,46.1538461538,276.923076923,61.5384615385,inf,inf,0.0,0.0
1007,Justin Ontong,4.0,48.0,30,1,3,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,48.0,48.0,160.0,7680.0,16.6666666667,10.0,7.5,45.8333333333,37.5
1008,Justin Ontong,5.0,55.0,37,4,3,15,4.0,0.5,0.0,0.25,0.25,0.0,0.0,0.0,0.0,4,South Africa,13.75,13.75,148.648648649,2043.91891892,40.5405405405,12.3333333333,5.28571428571,61.8181818182,32.7272727273
1009,Justin Ontong,6.0,48.0,29,1,5,10,3.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,3,South Africa,16.0,16.0,165.517241379,2648.27586207,34.4827586207,5.8,4.83333333333,70.8333333333,62.5
1010,Kagiso Rabada,9.0,5.0,6,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,South Africa,5.0,5.0,83.3333333333,416.666666667,16.6666666667,inf,inf,0.0,0.0
1011,Kamran Akmal,1.0,382.0,318,38,13,154,15.0,0.666666666667,0.0,0.0,0.2,0.0,0.0666666666667,0.0666666666667,0.0,15,Pakistan,25.4666666667,25.4666666667,120.125786164,3059.2033543,48.427672956,24.4615384615,6.23529411765,60.2094240838,20.4188481675
1012,Kamran Akmal,2.0,113.0,123,15,2,72,10.0,0.625,0.0,0.125,0.125,0.0,0.125,0.0,0.0,8,Pakistan,11.3,14.125,91.8699186992,1297.66260163,58.5365853659,61.5,7.23529411765,63.7168141593,10.6194690265
1013,Kamran Akmal,3.0,200.0,147,19,8,62,4.0,0.428571428571,0.428571428571,0.0,0.142857142857,0.0,0.0,0.0,0.0,7,Pakistan,50.0,28.5714285714,136.054421769,3887.26919339,42.1768707483,18.375,5.44444444444,62.0,24.0
1014,Kamran Akmal,4.0,133.0,105,14,2,33,4.0,0.428571428571,0.428571428571,0.0,0.142857142857,0.0,0.0,0.0,0.0,7,Pakistan,33.25,19.0,126.666666667,2406.66666667,31.4285714286,52.5,6.5625,51.1278195489,9.02255639098
1015,Kamran Akmal,5.0,5.0,10,0,0,6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Pakistan,2.5,2.5,50.0,125.0,60.0,inf,inf,0.0,0.0
1016,Kamran Akmal,6.0,6.0,9,1,0,6,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Pakistan,3.0,3.0,66.6666666667,200.0,66.6666666667,inf,9.0,66.6666666667,0.0
1017,Kamran Akmal,7.0,35.0,37,1,2,18,4.0,0.6,0.2,0.0,0.2,0.0,0.0,0.0,0.0,5,Pakistan,8.75,7.0,94.5945945946,662.162162162,48.6486486486,18.5,12.3333333333,45.7142857143,34.2857142857
1018,Kamran Akmal,8.0,31.0,22,2,1,5,2.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.0,0.333333333333,0.0,3,Pakistan,15.5,10.3333333333,140.909090909,1456.06060606,22.7272727273,22.0,7.33333333333,45.1612903226,19.3548387097
1019,Kamran Shazad,10.0,21.0,18,1,2,10,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,United Arab Emirates,10.5,10.5,116.666666667,1225.0,55.5555555556,9.0,6.0,76.1904761905,57.1428571429
1020,Kane Richardson,9.0,9.0,7,1,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Australia,9.0,9.0,128.571428571,1157.14285714,28.5714285714,inf,7.0,44.4444444444,0.0
1021,Kane Williamson,1.0,56.0,46,7,0,15,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,New Zealand,28.0,28.0,121.739130435,3408.69565217,32.6086956522,inf,6.57142857143,50.0,0.0
1022,Kane Williamson,2.0,540.0,421,69,7,156,12.0,0.4,0.4,0.0666666666667,0.0666666666667,0.0,0.0,0.0666666666667,0.0,15,New Zealand,45.0,36.0,128.266033254,4617.57719715,37.054631829,60.1428571429,5.53947368421,58.8888888889,7.77777777778
1023,Kane Williamson,3.0,57.0,37,8,0,7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,57.0,57.0,154.054054054,8781.08108108,18.9189189189,inf,4.625,56.1403508772,0.0
1024,Kane Williamson,4.0,161.0,146,14,2,51,6.0,0.428571428571,0.142857142857,0.0,0.0,0.0,0.428571428571,0.0,0.0,7,New Zealand,26.8333333333,23.0,110.273972603,2536.30136986,34.9315068493,73.0,9.125,42.2360248447,7.45341614907
1025,Kane Williamson,5.0,6.0,11,0,0,5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,6.0,6.0,54.5454545455,327.272727273,45.4545454545,inf,inf,0.0,0.0
1026,Kane Williamson,7.0,20.0,5,3,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,20.0,20.0,400.0,8000.0,0.0,5.0,1.25,90.0,30.0
1027,Kane Williamson,8.0,4.0,4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,4.0,4.0,100.0,400.0,0.0,inf,inf,0.0,0.0
1028,Karan KC,8.0,2.0,3,0,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nepal,2.0,2.0,66.6666666667,133.333333333,66.6666666667,inf,inf,0.0,0.0
1029,Karan KC,9.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Nepal,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
1030,Karan KC,11.0,2.0,12,0,0,10,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Nepal,2.0,1.0,16.6666666667,16.6666666667,83.3333333333,inf,inf,0.0,0.0
1031,Karim Sadiq,1.0,198.0,158,25,5,71,9.0,0.777777777778,0.0,0.0,0.111111111111,0.0,0.0,0.111111111111,0.0,9,Afghanistan,22.0,22.0,125.316455696,2756.96202532,44.9367088608,31.6,5.26666666667,65.6565656566,15.1515151515
1032,Karim Sadiq,2.0,53.0,65,8,0,43,8.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,8,Afghanistan,6.625,6.625,81.5384615385,540.192307692,66.1538461538,inf,8.125,60.3773584906,0.0
1033,Karim Sadiq,3.0,43.0,44,4,0,19,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Afghanistan,21.5,21.5,97.7272727273,2101.13636364,43.1818181818,inf,11.0,37.2093023256,0.0
1034,Karim Sadiq,4.0,187.0,151,21,3,58,8.0,0.777777777778,0.111111111111,0.0,0.111111111111,0.0,0.0,0.0,0.0,9,Afghanistan,23.375,20.7777777778,123.841059603,2573.14201619,38.4105960265,50.3333333333,6.29166666667,54.5454545455,9.6256684492
1035,Karim Sadiq,5.0,0.0,1,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Afghanistan,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1036,Karim Sadiq,6.0,21.0,28,0,1,15,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Afghanistan,21.0,10.5,75.0,787.5,53.5714285714,28.0,28.0,28.5714285714,28.5714285714
1037,Karim Sadiq,7.0,1.0,3,0,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Afghanistan,1.0,1.0,33.3333333333,33.3333333333,66.6666666667,inf,inf,0.0,0.0
1038,Karun Jethi,7.0,39.0,56,0,2,30,5.0,0.0,0.0,0.0,0.5,0.0,0.25,0.25,0.0,4,Canada,7.8,9.75,69.6428571429,679.017857143,53.5714285714,28.0,28.0,30.7692307692,30.7692307692
1039,Karun Jethi,8.0,2.0,2,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,2.0,2.0,100.0,200.0,50.0,inf,inf,0.0,0.0
1040,Kasun Rajitha,11.0,3.0,7,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,3.0,3.0,42.8571428571,128.571428571,57.1428571429,inf,inf,0.0,0.0
1041,Kaushal Lokuarachchi,7.0,11.0,10,1,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Sri Lanka,11.0,11.0,110.0,1210.0,20.0,inf,10.0,36.3636363636,0.0
1042,Kaushal Lokuarachchi,9.0,0.0,3,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,Sri Lanka,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1043,Kaushalya Weeraratne,6.0,42.0,33,4,1,10,1.0,0.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,Sri Lanka,42.0,14.0,127.272727273,1781.81818182,30.303030303,33.0,6.6,52.380952381,14.2857142857
1044,Kaushalya Weeraratne,7.0,7.0,12,0,0,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sri Lanka,7.0,3.5,58.3333333333,204.166666667,41.6666666667,inf,inf,0.0,0.0
1045,Kedar Jadhav,5.0,14.0,14,1,0,3,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,India,14.0,7.0,100.0,700.0,21.4285714286,inf,14.0,28.5714285714,0.0
1046,Keegan Meth,8.0,6.0,6,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,6.0,6.0,100.0,600.0,16.6666666667,inf,inf,0.0,0.0
1047,Keith Dabengwa,5.0,9.0,13,1,0,8,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Zimbabwe,9.0,9.0,69.2307692308,623.076923077,61.5384615385,inf,13.0,44.4444444444,0.0
1048,Keith Dabengwa,6.0,20.0,16,2,1,8,2.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,Zimbabwe,10.0,6.66666666667,125.0,833.333333333,50.0,16.0,5.33333333333,70.0,30.0
1049,Keith Dabengwa,7.0,16.0,6,2,1,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,16.0,16.0,266.666666667,4266.66666667,33.3333333333,6.0,2.0,87.5,37.5
1050,Kemar Roach,11.0,3.0,2,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,West Indies,3.0,3.0,150.0,450.0,0.0,inf,inf,0.0,0.0
1051,Kennedy Otieno,2.0,74.0,80,5,2,42,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,Kenya,14.8,24.6666666667,92.5,2281.66666667,52.5,40.0,11.4285714286,43.2432432432,16.2162162162
1052,Kevin O'Brien,3.0,43.0,34,6,1,16,4.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,4,Ireland,10.75,10.75,126.470588235,1359.55882353,47.0588235294,34.0,4.85714285714,69.7674418605,13.9534883721
1053,Kevin O'Brien,4.0,102.0,115,8,1,54,6.0,0.444444444444,0.333333333333,0.0,0.0,0.0,0.111111111111,0.111111111111,0.0,9,Ireland,17.0,11.3333333333,88.6956521739,1005.2173913,46.9565217391,115.0,12.7777777778,37.2549019608,5.88235294118
1054,Kevin O'Brien,5.0,226.0,168,10,14,61,15.0,0.470588235294,0.176470588235,0.0,0.235294117647,0.0,0.0,0.117647058824,0.0,17,Ireland,15.0666666667,13.2941176471,134.523809524,1788.37535014,36.3095238095,12.0,7.0,54.8672566372,37.1681415929
1055,Kevin O'Brien,6.0,143.0,130,16,3,59,7.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,8,Ireland,20.4285714286,17.875,110.0,1966.25,45.3846153846,43.3333333333,6.84210526316,57.3426573427,12.5874125874
1056,Kevin O'Brien,7.0,17.0,16,1,1,9,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ireland,17.0,17.0,106.25,1806.25,56.25,16.0,8.0,58.8235294118,35.2941176471
1057,Kevin O'Brien,8.0,10.0,4,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ireland,10.0,10.0,250.0,2500.0,25.0,4.0,4.0,60.0,60.0
1058,Kevin Pietersen,1.0,112.0,91,13,2,32,2.0,0.333333333333,0.333333333333,0.0,0.0,0.0,0.333333333333,0.0,0.0,3,England,56.0,37.3333333333,123.076923077,4594.87179487,35.1648351648,45.5,6.06666666667,57.1428571429,10.7142857143
1059,Kevin Pietersen,3.0,846.0,620,86,23,211,21.0,0.44,0.2,0.16,0.12,0.0,0.08,0.0,0.0,25,England,40.2857142857,33.84,136.451612903,4617.52258065,34.0322580645,26.9565217391,5.6880733945,56.9739952719,16.3120567376
1060,Kevin Pietersen,4.0,209.0,127,20,7,28,7.0,0.428571428571,0.0,0.0,0.285714285714,0.0,0.285714285714,0.0,0.0,7,England,29.8571428571,29.8571428571,164.566929134,4913.49831271,22.0472440945,18.1428571429,4.7037037037,58.3732057416,20.0956937799
1061,Khalid Latif,3.0,12.0,21,1,0,15,2.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,Pakistan,6.0,4.0,57.1428571429,228.571428571,71.4285714286,inf,21.0,33.3333333333,0.0
1062,Khalid Latif,4.0,9.0,25,1,0,20,3.0,0.666666666667,0.0,0.333333333333,0.0,0.0,0.0,0.0,0.0,3,Pakistan,3.0,3.0,36.0,108.0,80.0,inf,25.0,44.4444444444,0.0
1063,Khalid Latif,5.0,13.0,6,1,1,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pakistan,13.0,13.0,216.666666667,2816.66666667,16.6666666667,6.0,3.0,76.9230769231,46.1538461538
1064,Khawar Ali,1.0,22.0,20,4,0,12,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,Oman,11.0,11.0,110.0,1210.0,60.0,inf,5.0,72.7272727273,0.0
1065,Khawar Ali,2.0,50.0,58,6,1,33,2.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,Oman,25.0,16.6666666667,86.2068965517,1436.7816092,56.8965517241,58.0,8.28571428571,60.0,12.0
1066,Khawar Ali,3.0,52.0,64,4,1,35,2.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2,Oman,26.0,26.0,81.25,2112.5,54.6875,64.0,12.8,42.3076923077,11.5384615385
1067,Khurram Chohan,7.0,8.0,4,0,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,8.0,8.0,200.0,1600.0,25.0,4.0,4.0,75.0,75.0
1068,Khurram Chohan,8.0,3.0,3,0,0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Canada,3.0,3.0,100.0,300.0,33.3333333333,inf,inf,0.0,0.0
1069,Khurram Chohan,9.0,7.0,7,1,0,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,Canada,7.0,7.0,100.0,700.0,42.8571428571,inf,7.0,57.1428571429,0.0
1070,Khurram Khan,3.0,73.0,77,8,1,35,3.0,0.666666666667,0.0,0.0,0.333333333333,0.0,0.0,0.0,0.0,3,United Arab Emirates,24.3333333333,24.3333333333,94.8051948052,2306.92640693,45.4545454545,77.0,8.55555555556,52.0547945205,8.21917808219
1071,Khurram Manzoor,1.0,1.0,7,0,0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Pakistan,1.0,1.0,14.2857142857,14.2857142857,85.7142857143,inf,inf,0.0,0.0
1072,Khurram Manzoor,3.0,10.0,21,1,0,17,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Pakistan,10.0,5.0,47.619047619,238.095238095,80.9523809524,inf,21.0,40.0,0.0
1073,Kieran Powell,4.0,12.0,14,1,0,8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,12.0,12.0,85.7142857143,1028.57142857,57.1428571429,inf,14.0,33.3333333333,0.0
1074,Kieron Pollard,3.0,1.0,4,0,0,3,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,West Indies,1.0,0.5,25.0,12.5,75.0,inf,inf,0.0,0.0
1075,Kieron Pollard,4.0,132.0,93,10,8,38,7.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,8,West Indies,18.8571428571,16.5,141.935483871,2341.93548387,40.8602150538,11.625,5.16666666667,66.6666666667,36.3636363636
1076,Kieron Pollard,5.0,213.0,145,12,15,52,9.0,0.454545454545,0.181818181818,0.0,0.272727272727,0.0,0.0909090909091,0.0,0.0,11,West Indies,23.6666666667,19.3636363636,146.896551724,2844.45141066,35.8620689655,9.66666666667,5.37037037037,64.7887323944,42.2535211268
1077,Kieron Pollard,6.0,241.0,182,20,10,62,9.0,0.545454545455,0.272727272727,0.0,0.0909090909091,0.0,0.0909090909091,0.0,0.0,11,West Indies,26.7777777778,21.9090909091,132.417582418,2901.14885115,34.0659340659,18.2,6.06666666667,58.0912863071,24.8962655602
1078,Kieron Pollard,7.0,69.0,56,7,3,27,3.0,0.333333333333,0.5,0.0,0.0,0.0,0.0,0.166666666667,0.0,6,West Indies,23.0,11.5,123.214285714,1416.96428571,48.2142857143,18.6666666667,5.6,66.6666666667,26.0869565217
1079,Kieron Pollard,8.0,8.0,6,1,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,West Indies,8.0,8.0,133.333333333,1066.66666667,33.3333333333,inf,6.0,50.0,0.0
1080,Kila Pala,4.0,41.0,31,4,2,15,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,Papua New Guinea,41.0,20.5,132.258064516,2711.29032258,48.3870967742,15.5,5.16666666667,68.2926829268,29.2682926829
1081,Kinchit Shah,2.0,36.0,33,5,1,22,5.0,0.2,0.0,0.2,0.4,0.0,0.0,0.2,0.0,5,Hong Kong,7.2,7.2,109.090909091,785.454545455,66.6666666667,33.0,5.5,72.2222222222,16.6666666667
1082,Kinchit Shah,5.0,0.0,10,0,0,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hong Kong,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1083,Kinchit Shah,6.0,19.0,35,0,0,22,2.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2,Hong Kong,9.5,9.5,54.2857142857,515.714285714,62.8571428571,inf,inf,0.0,0.0
1084,Kinchit Shah,10.0,4.0,3,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Hong Kong,4.0,4.0,133.333333333,533.333333333,0.0,inf,inf,0.0,0.0
1085,Kithuruwan Vithanage,3.0,38.0,27,7,0,11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,38.0,38.0,140.740740741,5348.14814815,40.7407407407,inf,3.85714285714,73.6842105263,0.0
1086,Kithuruwan Vithanage,4.0,1.0,4,0,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Sri Lanka,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1087,Kithuruwan Vithanage,7.0,1.0,4,0,0,3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1088,Kumar Sangakkara,1.0,8.0,11,1,0,7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Sri Lanka,8.0,8.0,72.7272727273,581.818181818,63.6363636364,inf,11.0,50.0,0.0
1089,Kumar Sangakkara,3.0,585.0,501,66,10,209,16.0,0.434782608696,0.304347826087,0.0,0.217391304348,0.0,0.0,0.0434782608696,0.0,23,Sri Lanka,36.5625,25.4347826087,116.766467066,2969.92970581,41.7165668663,50.1,6.59210526316,55.3846153846,10.2564102564
1090,Kumar Sangakkara,4.0,675.0,597,61,9,216,19.0,0.52,0.28,0.0,0.08,0.0,0.08,0.04,0.0,25,Sri Lanka,35.5263157895,27.0,113.065326633,3052.7638191,36.1809045226,66.3333333333,8.52857142857,44.1481481481,8.0
1091,Kumar Sangakkara,5.0,114.0,84,11,1,23,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,Sri Lanka,28.5,28.5,135.714285714,3867.85714286,27.380952381,84.0,7.0,43.8596491228,5.26315789474
1092,Kusal Perera,1.0,495.0,371,50,19,158,14.0,0.625,0.125,0.125,0.125,0.0,0.0,0.0,0.0,16,Sri Lanka,35.3571428571,30.9375,133.423180593,4127.7796496,42.5876010782,19.5263157895,5.3768115942,63.4343434343,23.0303030303
1093,Kusal Perera,2.0,43.0,52,4,2,34,4.0,0.75,0.0,0.25,0.0,0.0,0.0,0.0,0.0,4,Sri Lanka,10.75,10.75,82.6923076923,888.942307692,65.3846153846,26.0,8.66666666667,65.1162790698,27.9069767442
1094,Kusal Perera,3.0,58.0,41,6,2,13,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,Sri Lanka,29.0,29.0,141.463414634,4102.43902439,31.7073170732,20.5,5.125,62.0689655172,20.6896551724
1095,Kyle Abbott,8.0,2.0,2,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,South Africa,2.0,2.0,100.0,200.0,50.0,inf,inf,0.0,0.0
1096,Kyle Abbott,9.0,4.0,4,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2,South Africa,4.0,2.0,100.0,200.0,0.0,inf,inf,0.0,0.0
1097,Kyle Abbott,10.0,11.0,10,1,0,4,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2,South Africa,11.0,5.5,110.0,605.0,40.0,inf,10.0,36.3636363636,0.0
1098,Kyle Coetzer,1.0,74.0,71,7,3,42,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,Scotland,14.8,14.8,104.225352113,1542.53521127,59.1549295775,23.6666666667,7.1,62.1621621622,24.3243243243
1099,Kyle Coetzer,2.0,270.0,215,33,9,99,10.0,0.5,0.0,0.0,0.25,0.0,0.125,0.125,0.0,8,Scotland,27.0,33.75,125.581395349,4238.37209302,46.0465116279,23.8888888889,5.11904761905,68.8888888889,20.0
1100,Kyle Coetzer,3.0,59.0,54,6,2,30,3.0,0.5,0.25,0.0,0.25,0.0,0.0,0.0,0.0,4,Scotland,19.6666666667,14.75,109.259259259,1611.57407407,55.5555555556,27.0,6.75,61.0169491525,20.3389830508
1101,Kyle Coetzer,4.0,227.0,223,13,9,97,12.0,0.9,0.0,0.0,0.1,0.0,0.0,0.0,0.0,10,Scotland,18.9166666667,22.7,101.793721973,2310.71748879,43.4977578475,24.7777777778,10.1363636364,46.6960352423,23.7885462555
1102,Kyle Coetzer,5.0,7.0,13,0,0,6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,7.0,7.0,53.8461538462,376.923076923,46.1538461538,inf,inf,0.0,0.0
1103,Kyle Coetzer,6.0,7.0,6,1,0,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Scotland,7.0,7.0,116.666666667,816.666666667,33.3333333333,inf,6.0,57.1428571429,0.0
1104,Kyle Hodsoll,10.0,0.0,1,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,Bermuda,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1105,Kyle Jarvis,9.0,0.0,3,0,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,Zimbabwe,0.0,0.0,0.0,0.0,100.0,inf,inf,,
1106,Kyle Jarvis,10.0,9.0,15,0,0,9,2.0,0.666666666667,0.333333333333,0.0,0.0,0.0,0.0,0.0,0.0,3,Zimbabwe,4.5,3.0,60.0,180.0,60.0,inf,inf,0.0,0.0
1107,Kyle McCallan,9.0,2.0,8,0,0,6,2.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,2,Ireland,1.0,1.0,25.0,25.0,75.0,inf,inf,0.0,0.0
1108,Kyle McCallan,10.0,9.0,7,1,0,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Ireland,9.0,9.0,128.571428571,1157.14285714,28.5714285714,inf,7.0,44.4444444444,0.0
1109,Kyle Mills,8.0,101.0,84,5,5,36,3.0,0.125,0.625,0.125,0.0,0.0,0.0,0.125,0.0,8,New Zealand,33.6666666667,12.625,120.238095238,1518.00595238,42.8571428571,16.8,8.4,49.504950495,29.702970297
1110,Kyle Mills,9.0,25.0,28,4,0,16,4.0,0.4,0.2,0.2,0.2,0.0,0.0,0.0,0.0,5,New Zealand,6.25,5.0,89.2857142857,446.428571429,57.1428571429,inf,7.0,64.0,0.0
1111,Kyle Mills,10.0,10.0,12,2,0,8,2.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5,New Zealand,5.0,2.0,83.3333333333,166.666666667,66.6666666667,inf,6.0,80.0,0.0
1112,Kyle Mills,11.0,1.0,1,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,New Zealand,1.0,1.0,100.0,100.0,0.0,inf,inf,0.0,0.0
1113,Lahiru Thirimanne,4.0,65.0,54,5,1,17,3.0,0.333333333333,0.0,0.0,0.333333333333,0.0,0.333333333333,0.0,0.0,3,Sri Lanka,21.6666666667,21.6666666667,120.37037037,2608.02469136,31.4814814815,54.0,9.0,40.0,9.23076923077
1114,Lahiru Thirimanne,5.0,89.0,83,8,2,34,4.0,0.75,0.0,0.0,0.25,0.0,0.0,0.0,0.0,4,Sri Lanka,22.25,22.25,107.228915663,2385.84337349,40.9638554217,41.5,8.3,49.4382022472,13.4831460674
1115,Lahiru Thirimanne,6.0,104.0,83,11,2,29,2.0,0.4,0.6,0.0,0.0,0.0,0.0,0.0,0.0,5,Sri Lanka,52.0,20.8,125.301204819,2606.26506024,34.9397590361,41.5,6.38461538462,53.8461538462,11.5384615385
